UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
4831,49783,"Knoxville, TN",17-03-2020,How to help Second Harvest Food Bank seeks monetary donations preparing for increased demand,Positive
4832,49784,Leeds - UK,17-03-2020,The retail clothing company I work for is now doing 20% off all full price items to encourage people into store to buy. This is fucking madness! @BorisJohnson You need to close all none essential retail stores #COVID19 #coronavirus,Neutral
4833,49785,"Baltimore, MD",17-03-2020,Several stores are pushing their online shopping like at Green Spring Station The owner decided to close their doors yesterday because of the but she urges you to still support their by shopping online,Extremely Positive
4834,49786,"Dartmouth, NS",17-03-2020,Downtown Dartmouth businesses are adjusting to respond to the COVID 19 pandemic Some have made the difficult decision to close temporarily You can support them by shopping their online stores ordering takeout delivery amp purchasing gift certificates Take care everyone,Extremely Positive
4835,49787,United States,17-03-2020,"USA must go on total lockdownÂ curfew in all states to fight #coronavirus at same timeÂ3 wks. The world is at war with a virusÂ must attack enemy at same timeÂto kill! Mail  deliveries, groceries&amp;other essentials storesÂremains open! Malls closed! Online shopping! Employees paid. https://t.co/4Xpcp4ezdh",Extremely Negative
4836,49788,United States,17-03-2020,#Grocery stores shoukd go on a shopping schedule and/ or delivery during the #coronavirus. To allow no more than 50 shoppers into the store per 15 minutes! Temperatures required to enter! Cleaning occurs often! https://t.co/VpgmPXrGBA,Negative
4837,49789,"Clunes (Vic.), Victoria",17-03-2020,"Look whatÂs holding up my iPad...my last toilet roll...and the multivitamins are there because I canÂt buy any food because thereÂs none in the supermarket ?????
#21stcentury #thisislife #Covid_19 https://t.co/vD20A3dF5q",Neutral
4838,49790,United Kingdom,17-03-2020,"Some people who are total legends:
Front line NHS staff
Carers
Supermarket and shop workers
GP Surgery receptionists
Epedimiologists

#COVID2019",Neutral
4839,49791,,17-03-2020,Malaysia is always jam whether itÂs in the supermarket or on the streets. #COVID2019 #coronavirus,Neutral
4840,49792,,17-03-2020,15 more U.S. retailers and businesses have been added to the #Coronavirus closure list today. (Nearly all still offer online shopping.)  https://t.co/0krxtuhJ4Z,Neutral
4841,49793,,17-03-2020,"Stay at home coronavirus guidance

""set up online shopping accounts...""

https://t.co/FlsRsnLmWu

Amazon Pantry tinned foods

            ** All **

""currently unavailable""

https://t.co/FlsRsnLmWu

@AmazonUK https://t.co/dPXZxqZtaq",Positive
4842,49794,"Ottawa, Ontario",17-03-2020,"- did not contribute to #ToiletPaperPanic, have inventory for months... check.
- food stock... check
- food stock for cat... check
- unlimited internet... check
- lots of dumb #FlatEarth vids to watch &amp; laugh at... check

Ready for #corona",Positive
4843,49795,"Belmont, MA",17-03-2020,"Changes from COVID-19 may become ingrained: more remote work, less need for office space; more remote classes-high school, college, lower education costs; expansion of telemedicine; more online shopping; more movies released online; more residential spread; more loneliness.",Extremely Negative
4844,49796,"Vancouver, Canada",17-03-2020,A friend works in a LARGE Grocery store in #VancouverCorona This person has been at home with fever coughing etc. for four days and has not been tested. Can you imagine all the people they have come in contact with. #canadalockdown #CoronavirusOutbreak #yvr #COVID2019 #vancouver,Positive
4845,49797,"Burnham, PA",17-03-2020,"people from pioneer days are rolling over in graves laughing at us 21st-century-ers as we ""panic"" because we have 2 stay home, work from home, make our own food, take care of our own children and teach them from home. 
I've even heard some call it the end of the world!
#COVID2019",Positive
4846,49798,"Warrington, UK",17-03-2020,"@StevePogson1 This is also true.  And the idea that if you have Covid 19 and order online shop it is left at your door does not take into account it is not delivered in bags but transferred from delivery trays to the bags you provide.

Shopping left o",Positive
4847,49799,"Memphis, TN",17-03-2020,"ÂThereÂs no reason to hoard. In Italy, weÂre allowed to go to the supermarket every day if we need to, and shelves are full. Instead of stocking up on toilet paper, buy food you always wanted to cook but never had the time.Â https://t.co/3zUQB60Rb1 @GrownandFlown #coronavirus",Negative
4848,49800,New England,17-03-2020,People are panic buying That is human in scary times Low income people can t panic buy They can t afford it Consider donations to food banks groups that supoort nutrition programs In a quarter of our children don t get regular meals yr round,Extremely Negative
4849,49801,Devon,17-03-2020,Really proud of Centrex Cars based just outside my ward of who are offering free shopping drops off for over 65s self isolating in the following postcodes B8 B9 B23 B24 B34 B35 B36 and B37 Just order the shopping online or over the fone ,Extremely Positive
4850,49802,Zummerzet,17-03-2020,"How long before supermarket home deliveries follow suit?

#panicbuyinguk #COVID2019  https://t.co/2KOQfDAV4F",Neutral
4851,49803,North West,17-03-2020,"Shame on @IcelandFoods @Tesco @sainsburys 

I went through a full online shop for the first time today.

At checkout there were no delivery options for at least 4 weeks. 

You should advertise this on the website before we build up our hopes shopping. 

#coronavirus https://t.co/LCOgPIgKrl",Negative
4852,49804,,17-03-2020,"Those must be really really precise guns when people want to shoot the #coronavirus with them. And it will definitely take lots of ammo to get the job done. #COVID19 

https://t.co/vZ4CIpe6u7",Positive
4853,49805,,17-03-2020,Canadians  do not need to panic  about food shortages amid COVID 19 experts say National,Positive
4854,49806,,17-03-2020,"#BigThreeConsulting #Bain BainAlerts: A focused and coordinated response to #COVID19 should now be at the top of the agenda for every CPG CEO, as the industry will be living with its consequences for months or even years. https://t.co/1oKRVNDUMp",Positive
4855,49807,"Utah, USA",17-03-2020,I have congestive heart failure &amp; type 2 diabetes. I work in the offices of a retail store. I was sent home yesterday because a family member has tested positive for Covid-19 and there is a possible timeline that may have exposed me and my family. This is frightening ...,Negative
4856,49808,"Florida, USA",17-03-2020,"I've been shopping from an online store, getting safe green products, for similar prices you pay in the stores. 

With Covid-19 hanging around, my family appreciates convenient, direct, site-to-Home delivery.",Extremely Positive
4857,49809,,17-03-2020,This was Trump eight days ago. https://t.co/1xVFAYbzws,Neutral
4858,49810,South Hill VA,17-03-2020,"#Amazon needs to hire 100,000 people to keep up with  orders as #coronavirus spreads and keeps more people at home, shopping online. BEWARE! You have no way of knowing who or how many have handled that merchandise. Handle with gloves, and disinfect before using any contents",Negative
4859,49811,"Ghaziabad, India",17-03-2020,Channels spreading panic among people by running #Coronavirus news all the time. People are doing panic buying of groceries and food items fearing shops and supplies closure. @drharshvardhan kindly assure public.,Extremely Negative
4860,49812,kolkata,17-03-2020,"NIELSEN SIX CONSUMER BEHAVIOR THRESHOLDS OF COVID-19 CONCERN 

#coronavirus #SEO #SEM #SMO #SMM #websitedesign #websitedevelopment #mobileappdevelopment #DigitalMarketing https://t.co/kSmLhRUAlt",Neutral
4861,49813,"?????, ???? & London,England ",17-03-2020,Malaysia is a key source of staples for Singapore which imports more than 90 of its food,Neutral
4862,49814,"Australia,somewhere.",17-03-2020,I am more than certain they don t have empty supermarket shelves in China Morons like amp have fed you the lie that Capitalism is superior but it seems to be failing right now,Negative
4863,49815,https://www.youtube.com/watch?v=X7_SCzowzR4,17-03-2020,"@AGKarlRacine Sir, the District's Sick and Safe Leave Act is an apparent human rights violation (see images)

https://t.co/r55LLXzE40 https://t.co/MHMsNaUIx8",Negative
4864,49816,Edmonton Alberta,17-03-2020,"Yes we are open, here to help!

Give us a call at 780 453 0101 to place your order.

#staysafe #stayhealthy #stockup #weareopen #corona #coronavirus #blissbakedgoods https://t.co/qEC4dQJHHr",Extremely Positive
4865,49817,Undisclosed Location ,17-03-2020,I wanna thank all the grocery store workers who have to deal with all of the savages raiding the stores. #coronavirus #ChineseVirus #ChinaVirus,Negative
4866,49818,Los angeles,17-03-2020,Welcome to 2020! Where we wait in line to enter the grocery store to watch people fill 16 shopping carts for a household of 2! THINK ABOUT OTHERS! PLEASE #coronavirus #LosAngeles https://t.co/RWemLhs63W,Extremely Positive
4867,49819,Los angeles,17-03-2020,Only 25 people allowed in the grocery store at a time ? Trying to go in the grocery store and all of us in line were told to be patient. In ten minutes they will let 25 more people in the store. #coronavirus #LosAngeles,Neutral
4868,49820,"Toronto, Ontario",17-03-2020,Online grocery delivery providers struggle with sharp rise in COVID 19 related demand Customers report having to wait for days for online food orders as companies assess options CBC News,Negative
4869,49821,,17-03-2020,"Brace yourselves, UFC supermarket edition is coming. #COVID2019 #coronavirus https://t.co/5eNe8HhIkW",Neutral
4870,49822,,17-03-2020,"Ok, this is a bit of a rant on what is going on with #COVID2019:
1 Young people who think that even if they take it they will survive
2 People who panic and buy all the TP, canned food &amp; rice in stores
3 Older people who don't take this seriously and joke about surviving worse https://t.co/l6CoHF1Oec",Extremely Negative
4871,49823,"Omaha, NE",17-03-2020,"The shelves at our little neighborhood grocery store a few days ago.  #omaha
#downtownomaha #covid_19 @ Omaha Old Market https://t.co/fSnngK7kSL",Neutral
4872,49824,,17-03-2020,US sees panic buying of weapons with huge lines at gun stores So people around the world are panicking by buying food to store but Americans rush to buy guns What the heck is wrong there,Extremely Negative
4873,49825,"New Delhi, India",17-03-2020,To curb crowds railways increases prices of platform ticket,Neutral
4874,49826,Rural GA a minor level of hell,17-03-2020,Peeps If you are panic buying food save it Support the restaurants by getting carry out They need our support right now Then use your food if we go into lock down,Extremely Positive
4875,49827,Kuala Lumpur,17-03-2020,Those who does panicbuy make sure you stockup condoms so you dont produce anymore idiots  ,Positive
4876,49828,New York,17-03-2020,"We argued yesterday that the COVID-19 crisis is not a financial crisis but rather a consumer and small business crisis that require very unusual policy prescriptions. 
https://t.co/2rbbMlM48a",Extremely Negative
4877,49829,New York,17-03-2020,"Finally, the one diktat that governments could make would be extremely helpful would be a moratorium on credit card debt. In the US, for example, consumer debt is at an all-time high. 
https://t.co/2rbbMlM48a",Positive
4878,49830,Murcia y CastellÃ³n. EspaÃ±a.,17-03-2020,"Esto es un Carrefour antes de abrir. Â¡Â¡Â¡Viva las personas!!!

#YoMeQuedoEnCasa https://t.co/3pdJBxQaem",Neutral
4879,49831,Hertfordshire,17-03-2020,"Given the ongoing #coronavirus situation, we would like to offer the chance to convert your current website to an e-commerce store. We know that many shops and businesses are closing retail premises, and we want to help you to quickly gain an online presence #Corvid19uk",Extremely Positive
4880,49832,"San Francisco, CA",17-03-2020,"Around the globe, the #COVID19 outbreak is changing the way people work and learn on a massive scale. This is likely to result in a Âchanged world,Â including in online education, online shopping, public health investments, etc.  https://t.co/wC23h9kHQC / #FutureOfWork #StayHome",Neutral
4881,49833,Africa,17-03-2020,"SAÂs largest food retailer is asking people to buy what they need, as many consumers are panic buying and stockpiling goods after fears of forces quarantine due to global Covid-19 outbreak https://t.co/kFhCtia9nR",Extremely Negative
4882,49834,Southern California,17-03-2020,"Amazon is looking to hire 100,000 people across the U.S. to keep up with a crush of online orders as the coronavirus spreads and keeps more people at home, shopping online. https://t.co/6rnEbXOPXl https://t.co/o152urTvQK",Neutral
4883,49835,,17-03-2020,Imagining the first hour of grocery store hours....The Senior Citizen 500. #coronavirus https://t.co/42DZkDqqPz,Neutral
4884,49836,"Baltimore, MD",17-03-2020,"Going to the grocery store right now is kind of like being on an episode of Chopped. You never know whatÂs going to end up in your basket and, even with the best creativity, you canÂt make chicken salad out of chicken sh!t @TheTedAllen @FoodNetwork #COVID2019",Extremely Positive
4885,49837,"Kolkata, India",17-03-2020,How a public health crisis is morphing into a financial crisis Akash Prakash s brilliant take on in  @bsindia  Crash in oil prices huge global liquidity and record low rates It could be advantage India if we can tackle the health crisis well,Extremely Negative
4886,49838,"Lawrence, MA",17-03-2020,"United WayÂs Mass 2-1-1 statewide consumer hotline will provide consumer help during the #COVID19 public health emergency. Dial 2-1-1 for information and referrals related to the virus, including where you can access flexible funds through the COVID-19 Family Support Fund.",Extremely Positive
4887,49839,Dublin,17-03-2020,"Observations in consumer buying patterns yesterday in Dunnes. Besides obvious no loo roll or beef, there was no tinned tomatoes but plenty of readymade sauces. More people cooking sauce from scratch. In other news, plenty of Heineken but no other beer ? #coronavirus",Extremely Negative
4888,49840,Here and There,17-03-2020,"National Retail Federation advocates on behalf of merchants, asks governments for advance notice before ordering store closures. #retail #COVID19 #coronavirus https://t.co/b3vf35gHbs",Neutral
4889,49841,"Norwich, England",17-03-2020,"Please, if you can afford to, get a basket of food and put it in the food bank drop point at the supermarket. If you are worried about Covid-19 or need help contact your local councillor -its what we are here for.",Positive
4890,49842,,17-03-2020,Oh No!! Look the only items stocked!! Cannot give it away! #plantbased #plantbasedfood #veggieburger #beyondmeat #fakefood #ouch #covid_19 #panic #haha #beef #realmeat #meat #meatballs #food #haha https://t.co/jGKr7q2hlx,Negative
4891,49843,"Cincinnati, Ohio",17-03-2020,IÂd like to assure you all there is plenty of food left at the store #grocery #supermarket #foodshortage #coronavirus #CoronavirusOutbreak #ChineseVirus https://t.co/OfwuLU3Yax,Positive
4892,49844,Dublin,17-03-2020,"This would be a good time for @Apple to drop their prices and introduce special deals for those who might need a laptop over the coming weeks.
@compub 
#CoronaIreland #CoronavirusOutbreak #COVID2019",Positive
4893,49845,Copenhagen,17-03-2020,"Electricity demand and high amounts of wind power reduce prices significantly in combination with the #coronavirus.
#RenewableEnergy #windpower @WindEurope https://t.co/d3wqgsZQKF",Negative
4894,49846,??,17-03-2020,Two grocery store later! We have everything that you can think of in our house now. We ready to stay in. Bring it on Corona! #coronavirus #stayhomechallenge #momlife #food #fattyforlife,Positive
4895,49847,Zimbabwe,17-03-2020,"ECOMMERCE | #Amazon to hire 100,000 more workers to meet online shopping demand due to #CoronaVirus pandemic.
#ecommerce #technology 

https://t.co/gD3sT61Zge",Negative
4896,49848,"Canberra, Australia",17-03-2020,"COVIC-19 is not gender neutral. ""Amid the panic buying that is seeing supermarket shelves stripped of essential items, one thing is clear: stockpiling is not an option for the economically vulnerable."" @amyvhaddad  #COVID19 #COVIDaus #stockpiling https://t.co/ZpKRzNty0A https://t.co/LfAaeA2PDB",Negative
4897,49849,"Amsterdam, The Netherlands",17-03-2020,"COVID-19: More ISPs relax data caps to help customers
But consumer groups urge all broadband service providers to put their usage-based data policies on ice.
https://t.co/EzSyZ5GL2q",Positive
4898,49850,beeboverse,17-03-2020,PSA shopping prepping for quarantine Y all know I work full time at a chain pet store AKA retail animals and I would just like to make some points Please keep the following in mind while you re prepping for COVID 19  ,Positive
4899,49851,Rwanda,17-03-2020,At the usual prices or even a bit less Rather than being the wealthy to afford and the poor surrender to their own fate I am afraid the be an excuse to all prices rising I know measures are taken but they should be enforced and quick every minute counts Thanks,Positive
4900,49852,Raleigh NC USA,17-03-2020,"If youÂre worried about going to the grocery store (or about touching the groceries) read this 
#coronavirus #coronavirusNC  https://t.co/dTiqZGODoi",Negative
4901,49853,"Schenectady, NY",17-03-2020,Going to the grocery store during #coronavirus is like involuntarily entering the #SupermarketSweeps...except with added obstacles like spin moves from people with masks. ???,Positive
4902,49854,,17-03-2020,Online shopping be like Spring It on up to 75 of your next purchase just use discount code covid 19 when you check out,Positive
4903,49855,,17-03-2020,"I asked my grandparents-in-law what they need from the grocery store so I can pick it up and they donÂt have to get out during this virus outbreak. They told me all they need is wine. Priorities!?
Fortunately, thereÂs no wine shortage right now!#COVID19 #coronavirus #stayhome https://t.co/74elQ5MAq3",Negative
4904,49856,"Toronto, Canada",17-03-2020,Interviewed on Bill Kelly show. See podcast below. Retail discussion starts at 24:30 #retail #covid19 #stores #stockmarket #liquidity #ecommerce #consumer #finance https://t.co/j25OYQHwOQ https://t.co/9tQPbckJvs,Neutral
4905,49857,Manchester ,17-03-2020,Think of the fun you could be having on Supermarket Sweep #COVID2019 https://t.co/r4GZXBQj44,Positive
4906,49858,"Conwy, Wales",17-03-2020,"@Tesco Has the food supply chains been effected by #coronavirus ??
Just wondering if you &amp; the other supermarkets @asda informed the general public to the availability of stock such as the basic bread milk toilet paper etc and confirm there is enoug",Neutral
4907,49859,United States,17-03-2020,"Soooo, itÂs like an hour wait to get into the grocery store. I donÂt know if I have the energy for this new life. #coronavirus #Houston https://t.co/siGnyZUHrV",Positive
4908,49860,"West Virginia, USA",17-03-2020,US Food Industry Scrambles To Resupply Stores Amid Apocalyptic Surge In Demand | Zero Hedge https://t.co/Pw9QbGcE1j #coronavirus #CoronavirusOutbreak #COVID19,Extremely Negative
4909,49861,UK,17-03-2020,"Shoe Zone says its 500 high street and Big Box retail park stores have seen drop in shoppers since Covid-19 reached the UK
https://t.co/rH7Kr1PxBv",Negative
4910,49862,Philippines,17-03-2020,"The countryÂs top companies are beginning to assess the impact of the coronavirus disease 2019 (COVID-19) outbreak on their businesses, warning of lower consumer demand and continued operational disruption in the coming weeks. https://t.co/jKr2rQa16s https://t.co/X95osgELJt",Extremely Negative
4911,49863,One Planet,17-03-2020,"COVID-19 is a Wake-up Call; - Carl Safina - MediumÂWhy are we seeing a boom in viruses like Ebola, SARS,and coronavirus?2/3of emerging pathogens originate in https://t.co/P9OYyfMPSU our demand for animal-based food, clothing, and increases so does the risk https://t.co/TYPbl2XUOV",Negative
4912,49864,,17-03-2020,"Due to COVID-19, weÂre making changes to our store operations to better serve you as the situation develops. Find out how this affects your local C Spire store. https://t.co/fvMNvDWZtx https://t.co/AX94zuG97s",Positive
4913,49865,USA,17-03-2020,"Maintaining your mental health during the Coronavirus Pandemic is essential. Ways to minimize your anxiety are shared in this article. 
#mentalhealth #anxiety #quarentine
#CoronavirusOutbreak #pandemic  https://t.co/0kuxLawU2n",Positive
4914,49866,"Sacramento, CA",17-03-2020,"Unprecedented attempt to contain the #coronavirus outbreak, thousands of stores/other businesses are closing doors to customers. Grocery stores &amp; other #retailers are staying &amp; limiting hours for cleaning/ restocking store shelves. https://t.co/hBbuD9uxVb @NPR #responsibleretail https://t.co/XsScIsujFA",Neutral
4915,49867,"South Plainfield, New Jersey",17-03-2020,"ÂThe conversation turned physical when the 65-year-old assaulted the man Âwhile referring to him using a racial slur and blaming him, in part, for the COVID-19 pandemic,Â Mattessich said.Â

https://t.co/qJ8GiOzmN4",Extremely Negative
4916,49868,,17-03-2020,Northern and Northmart stores freezing prices for 60 days https://t.co/zKJJz9wxJW,Negative
4917,49869,Saskatoon,17-03-2020, We just don t know how long our stocks will last   Saskatoon Food Bank worries it may not have the supplies to meet demand runs 5 10,Negative
4918,49870,United States,17-03-2020,"Some supermarket chains are making sure older and at-risk Americans can both get the food they need and avoid crowds, by reserving special hours for this group. https://t.co/BSeGm9lmDd",Positive
4919,49871,"Austin, Texas",17-03-2020,Wash your hands amp don t touch your face Be mindful of Keys Cell phones ATM s amp grocery store PIN pads Paper money Door handles Handrails Elevator buttons Communal surfaces Gym weights,Neutral
4920,49872,WorldWide,17-03-2020,This is just madness!! https://t.co/pVVe5M2niY,Negative
4921,49873,"Winnipeg, MB",17-03-2020,"Worried about the impact of the current COVID-19 pandemic on your finances? The Financial Consumer Agency of Canada (FCAC) has just published some tips to help you manage your money during these challenging times.
https://t.co/E6dwhod6Uq",Positive
4922,49874,Content is not advice,17-03-2020,"Stay composed in volatile markets.
In uncertain times, the financial markets can offer heightened 
trading opportunities, as well as risks. Get ready for the next opportunity, with CMC Markets. Learn more https://t.co/LGWV3ccfuw

70.5% of retail CFD clients lose money https://t.co/9wb04Eq0qy",Positive
4923,49875,,17-03-2020,GM @SUPERNOVAMEDIA shares some thoughts on how the media sector will be impacted by #COVID19au plus things to consider in brand plans: https://t.co/y9EUuWqJhd,Positive
4924,49876,Philippines,17-03-2020,"Â SM Markets (Supermarket, Hypermarket, Savemore, stand-alone stores) - 7am to 7pm
Â Robinsons Supermarket (stand-alone stores) - Regular opening time to 7pm
Â Robinsons Supermarket (mall-based stores) - 9am to 7pm",Negative
4925,49877,Beijing,17-03-2020,"Women wearing mark shop at a supermarket in Foster City, San Francisco Bay Area, the US, March 9, 2020. There were 605 confirmed cases of COVID-19 in the US and 22 died as of 20:00, EDT, on March 9. (Photo by Liu Guanguan/CNSPHOTO) https://t.co/nw583b2oUt",Negative
4926,49878,,17-03-2020,Spain now under national emergency no food at the grocery store but plenty of toilet paper ready for a trade,Positive
4927,49879,"Washington, DC",17-03-2020,"For more updates, visit https://t.co/i2ZTA1igtU https://t.co/qPTfCn54BA",Neutral
4928,49880,Toronto,17-03-2020,Sephora says that it is closing all of its stores in Canada and the U.S. from March 17 through April 3.  Full list of closures:  https://t.co/uewFe3QkMj,Neutral
4929,49881,"Charleston, SC",17-03-2020,"Outbreak undermines consumer spending, small biz chamber CEO says ... and he has an idea for what might help during #COVID2019 https://t.co/CjfqofpwgX @SCSBCC #chs #sc",Positive
4930,49882,"Guelph, ON",17-03-2020,"In the @globeandmail, @Feeding9Billion &amp; @FoodProfessor  comment on the ""just-in-time"" food supply chain &amp; COVID-19 panic buying ???????????

https://t.co/StzIRHR1wY",Negative
4931,49883,"Winnipeg, Manitoba, Canada",17-03-2020,Grocery store apologizes for price hike amid the COVID-19 pandemic: https://t.co/ncO1x9VI5a https://t.co/BRsuqDok1K,Positive
4932,49884,"Southampton, England",17-03-2020,"We're offering deliveries tonight..So14, so15, so16, so17, so18 and so19, minimum spend Â£25, usual menu prices but no delivery fee! Starting from 5.30pm- please ring up to order ? #coronavirus #thrive #vegan https://t.co/jyDlYPJFQf",Neutral
4933,49885,"Caledon, Ontario",17-03-2020,"#Caremongering: Zehrs #Bolton grocery store offering special hours for seniors, most-vulnerable to shop during COVID-19 pandemic #caledon #covid19 #covid19kindess 
https://t.co/tA8rBlsoMe https://t.co/Z4UeFsiSMW",Positive
4934,49886,"Kampala, Uganda",17-03-2020,I think there is something that the Gov't is not telling us about #COVID2019. Corona virus outbreak in Uganda is a time bomb!! We better buy masks &amp; stock food early. #ifyouknowyouknow,Negative
4935,49887,"London, UK",17-03-2020,Anyone under 70 and in good health who has booked a supermarket delivery but could go to the supermarket themselves should relinquish it now for those in greater need #coronavirus,Extremely Positive
4936,49888,"Toronto, Ontario",17-03-2020,"Canadians Âdo not need to panicÂ about food shortages amid COVID-19, experts say - Global News has been published on Canada News Media - https://t.co/TpCIXq2F4p #news https://t.co/ShgLa32QmS",Positive
4937,49889,,17-03-2020,Shoppers Drug Mart hikes prices amid coronavirus pandemic https://t.co/kDTHZTSG3x #cdnpoli #COVID2019 #COVIDCanada,Neutral
4938,49890,"Capital Region, NY, USA",17-03-2020,We encourage you to find safe and creative ways to continue to support our incredible local businesses in Schenectady during COVID 19 Ordering take out purchasing gift cards and shopping online are a few great ways to continuing to support your favorites,Extremely Positive
4939,49891,"Cape Town, South Africa",17-03-2020,"A meeting on Tuesday will look at placing measures on consumer limits for certain essential items, and retail price hiking will not be tolerated. #Coronavirus #covid19 #COVID19SouthAfrica #panicbuying 
https://t.co/kGWNkHbuEO",Positive
4940,49892,,17-03-2020,"Follow us and turn on the notifications for more updates!
https://t.co/GQhohpS1MH",Neutral
4941,49893,"Rome, Lazio",17-03-2020,"Christ never abandons us. 

#COVID?19 #coronavirus https://t.co/aNyXPIrx7L",Positive
4942,49894,Australia ,17-03-2020,"@bchapman151 The mass panic around the world is nuts.

'COVID-19 IsnÂt As Deadly As We Think'
""DonÂt hoard masks and food. Figure out how to help seniors and the immunosuppressed stay healthy.""
https://t.co/gdg5lJ0x2D

'Covid-19: Are we the ",Negative
4943,49895,United States,17-03-2020,"If you see me in Home Depot or the grocery store...keep walking. If you pull up next to me at a red light...donÂt roll your window down, just wave. ?? #thankyou #SocialDistancing #HomeDepot #covid_19 https://t.co/CI9HUOhhor",Neutral
4944,49896,"Australia, Asia and Europe",17-03-2020,"With panic buying of essential items like toilet paper, tissues, sanitizer and all foods  all Australia due to Covid 19 our gov't is allowing  students to work more hours to stock supermarket shelves. 
# 
#cruise https://t.co/b93Mxo5Vv2",Negative
4945,49897,,17-03-2020,"Y'all after this, no one should ever look down on grocery store workers. Also, as stressed as they are, do you think they're enjoying the new sense of job security? #coronavirus #COVID19 #grocerystores",Positive
4946,49898,"Maryland, USA",17-03-2020,"Notes from #coronavirus #SocialDistancing:

Went to the grocery store at 6:30 AM. There were four small piles of newly delivered toilet paper on the shelves. The entire aisle was bare. Sign said ""Limit 3.""

I bought 1. https://t.co/aw6B7to1tx",Neutral
4947,49899,South Central Pennsylvania,17-03-2020,"People are all of the sudden caring about their #health, but the produce isles are plentiful at the grocery store and the junk food and processed food isles are scarce... Yeah, we ÂcareÂ about our health alrighty. ?? #COVID2019 #coronavirus #CoronavirusOutbreak #nutrition",Extremely Positive
4948,49900,"Cleveland, OH",17-03-2020,What does it mean to be  quarantined  due to COVID 19 coronavirus As Dr Amy Edwards explains the answer is to prepare   not panic Start by making sure adequate food and medications are at home should a two week stay be necessary,Extremely Positive
4949,49901,"Houston, TX",17-03-2020,Our latest issue of Economy at a Glance looks at what we know right now about the COVID 19 coronavirus and its impact on Houston as well as the plunge in oil prices,Positive
4950,49902,"oxford, ohio",17-03-2020,"ÂIf you donÂt have to touch anything or hand over your card to someone there is a big degree of safety in that. The consumer sensitivity to catching coronavirus is now showing up at point of sale""  #fintech #contactless #coronavirus #payment #paytech #lendtech #processing #ach https://t.co/vyRJXXlcmn",Extremely Positive
4951,49903,SE North Dakota,17-03-2020,"To keep our consumer-members &amp; employees safe, weÂre taking additional precautions to ensure the co-op is prepared to keep the lights on. In response to #COVID2019, weÂve activated our emergency response plan. Learn about operational changes &amp; plans: https://t.co/31d8AqxZDq https://t.co/lgB39duJkX",Positive
4952,49904,"High Wycombe, England",17-03-2020,We need to test frontline staff like teachers and NHS workers and even at this rate supermarket workers for virus BEFORE celebrities #COVID2019 #coronavirus,Positive
4953,49905,"Los Angeles, CA",17-03-2020,"First, @BradPaisley &amp; @Kimwilliamspais opened their free grocery store in Nashville earlier than expected to help those affected by the recent tornadoes &amp; #coronavirus and now, they are organizing grocery deliveries for elderly neighbors! AMAZING! @etnow  https://t.co/XIUcNIcInS",Extremely Positive
4954,49906,,17-03-2020,has been forced to add more essential items to its growing list of restricted products amid COVID 19 panic,Extremely Negative
4955,49907,,17-03-2020,"Panic buying continually after being told not to makes no sense for 4 reasons:

1. You were told not to
2. You will not run out if you use wisely
3. You create a greater chance of srpeading now that more people are in stores
4. Over buying decreases food access #coronavirus",Extremely Positive
4956,49908,,17-03-2020,Don t forget to stock up your pet food,Negative
4957,49909,Australia,17-03-2020,And doing online shopping because I had to cancel all my big holiday plans in April due to #Covid_19 ? https://t.co/8a63V6JzcJ,Positive
4958,49910,,17-03-2020,this whole quarantine thing is not good for my online shopping amp my constant snacking habits someone send help,Positive
4959,49911,"Washington, DC",17-03-2020,"How news about bar/restaurant closures and empty grocery store shelves has been spreading on social media over the past week and a half. #coronavirus 

https://t.co/uoZuOaxRGx",Negative
4960,49912,Yorkshire and The Humber,17-03-2020,"Parents told to self isolate as both are at risk. Driving home mum asked to be dropped off at the supermarket (ÂitÂs fine Catherine, I know everyone in thereÂ) 

Please tell me IÂm not alone in having to fully explain Âself isolationÂ to elderly parents!! #COVID2019 #coronavirus https://t.co/B8BIjgnx3Q",Negative
4961,49913,,17-03-2020,Hey returning Canadians Glad to have you back but 14 days of isolation does not mean first making a trip to the grocery store when you get home Get someone else to drop off what you need You are putting people at risk Don t do it,Extremely Negative
4962,49914,,17-03-2020,"What's worse than panic buying? Stealing items FROM THE FOOD BANK DROP-OFF BOX at my local supermarket, that's what! ??? What is wrong with some people? ?? #coronavirus #COVID19",Extremely Negative
4963,49915,"Edinburgh, Scotland",17-03-2020,When you walk into the supermarket for the 3rd day In a row and still canÂt find bog roll #COVID2019 https://t.co/Q50viCkpq4,Neutral
4964,49916,? #Mayenne #France ? ,17-03-2020,"@DrAdrianHeald Did my weekly shop in local French supermarket today. Amongst other anti covid-19 measures, maximum spend was limited to 100 Euros. No panic-buying.. people very calm, polite. No shortage of essentials. Loads of loo rolls...",Extremely Negative
4965,49917,SEOUL. ATL. NYC. LA.,17-03-2020,Food manufacturers looking at whatÂs left on grocery store shelves after #CoronavirusOutbreak: ÂWhatÂs so wrong with [enter remaining products here]?!Â #COVID2019 #QuarantineLife #StockUp,Extremely Negative
4966,49918,"Riverside, CA",17-03-2020,"I work for a organization that provides a #foodbank. On Thursday, we were unable to get stock from our distributers (stock being the newly expired and castoff) largely due to #panicbuying. The food bank is closed until we get word.
#coronavirus",Neutral
